"PinskyID"	"PicID"	"Sampling.Date"	"Month"	"Date"	"Year"	"Lat"	"Lon"	"Place"	"Total.Length..TL..of.Front..mm."	"Total.Length..TL..of.Back..mm."	"Standard.Length..SL..of.Front..mm."	"Standard.Length..SL..of.Back..mm."	"Average.SL..mm."	"Developmental.Stage"	"dDocent_Contig_2558_83.01"	"dDocent_Contig_2558_83.03"	"dDocent_Contig_8420_14.02"	"dDocent_Contig_8420_14.01"	"dDocent_Contig_15075_20.02"	"dDocent_Contig_15075_20.04"	"dDocent_Contig_19728_116.02"	"dDocent_Contig_19728_116.04"	"dDocent_Contig_31661_32.01"	"dDocent_Contig_31661_32.02"	"dDocent_Contig_35399_131.04"	"dDocent_Contig_35399_131.02"	"dDocent_Contig_37577_42.04"	"dDocent_Contig_37577_42.02"	"dDocent_Contig_38595_30.04"	"dDocent_Contig_38595_30.02"	"dDocent_Contig_42614_134.04"	"dDocent_Contig_42614_134.01"	"dDocent_Contig_54409_32.03"	"dDocent_Contig_54409_32.01"	"north.vector"	"south.vector"	"assignment"	"ratio"
"PADE00_001"	"PADE00_001"	"3/27/2000"	3	27	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.781	15.795	13.242	13.334	13.288	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE00_002"	"PADE00_002"	"10/17/2000"	10	17	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	17.424	17.617	14.76	14.763	14.762	"H"	2	0	1	1	2	0	2	0	1	1	2	0	1	1	2	0	2	0	2	0	0.00344400909695582	0.00263964051863522	"north"	1.30472656130331
"PADE00_003"	"PADE00_003"	"10/17/2000"	10	17	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	16.647	16.546	14.071	14.087	14.079	"H"	2	0	1	1	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0.00485992338739006	0.00345500204338745	"north"	1.40663401247229
"PADE00_004"	"PADE00_004"	"11/21/2000"	11	21	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.385	15.181	12.257	12.232	12.2445	"G"	2	0	1	1	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0.00485992338739006	0.00345500204338745	"north"	1.40663401247229
"PADE00_005"	"PADE00_005"	"11/21/2000"	11	21	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	13.383	13.421	11.052	11.009	11.0305	"H-"	0	2	2	0	2	0	2	0	2	0	2	0	0	2	2	0	2	0	2	0	0.000454314288445221	7.20488110204625e-05	"north"	6.30564588104295
"PADE00_006"	"PADE00_006"	"11/21/2000"	11	21	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.366	15.475	12.838	12.851	12.8445	"H"	2	0	2	0	2	0	1	1	1	1	2	0	1	1	2	0	2	0	2	0	0.00736352113592296	0.0188004359036378	"south"	0.391667574819271
"PADE00_007"	"PADE00_007"	"12/13/2000"	12	13	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.803	15.712	13.415	13.466	13.4405	"H-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE00_008"	"PADE00_008"	"12/13/2000"	12	13	2000	39.509379	-74.323945	"Little Egg Inlet, NJ"	17.976	17.303	15.056	15.022	15.039	"G"	2	0	1	1	2	0	1	1	2	0	2	0	1	1	2	0	2	0	2	0	0.00947259189974814	0.00712567212943329	"north"	1.32936117852247
"PADE00_009"	"NCPD 072"	"2/22/2000"	2	22	2000	34.717239	-76.672935	"Beaufort, NC"	17.353	17.235	14.53	14.711	14.621	"H"	2	0	1	1	1	1	1	1	2	0	2	0	0	2	2	0	2	0	2	0	0.000892966246387138	0.000133943339111609	"north"	6.66674619514352
"PADE00_010"	"NCPD 073"	"2/22/2000"	2	22	2000	34.717239	-76.672935	"Beaufort, NC"	16.428	16.741	13.563	13.981	13.772	"H+"	2	0	2	0	2	0	0	2	2	0	2	0	1	1	2	0	2	0	2	0	0.00506325830609898	0.0126878774963848	"south"	0.399062672818339
"PADE00_011"	"NCPD 074"	"2/22/2000"	2	22	2000	34.717239	-76.672935	"Beaufort, NC"	15.808	16.552	13.882	13.856	13.869	"H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE00_012"	"NCPD 075"	"2/22/2000"	2	22	2000	34.717239	-76.672935	"Beaufort, NC"	16.586	16.188	13.662	13.532	13.597	"H+"	2	0	1	1	2	0	0	2	2	0	2	0	2	0	2	0	2	0	2	0	0.00251760159574765	0.00480891270399528	"south"	0.523528238234811
"PADE00_013"	"NCPD 076"	"2/29/2000"	2	29	2000	34.717239	-76.672935	"Beaufort, NC"	16.964	16.863	14.223	14.341	14.282	"I"	1	1	2	0	2	0	2	0	2	0	2	0	2	0	2	0	1	1	2	0	0.000326698548594677	0.00112005295001318	"south"	0.291681342914041
"PADE00_014"	"NCPD 077"	"2/29/2000"	2	29	2000	34.717239	-76.672935	"Beaufort, NC"	17.059	17.1	14.981	14.979	14.98	"H+"	2	0	2	0	2	0	2	0	2	0	2	0	1	1	2	0	2	0	2	0	0.00977400375808864	0.00911570772325297	"north"	1.07221557061954
"PADE00_015"	"NCPD 078"	"3/7/2000"	3	7	2000	34.717239	-76.672935	"Beaufort, NC"	15.518	16.228	13.188	13.523	13.3555	"H-"	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0.00721841561950583	0.0104289876494843	"south"	0.692149215447846
"PADE00_016"	"NCPD 079"	"3/7/2000"	3	7	2000	34.717239	-76.672935	"Beaufort, NC"	16.532	16.917	13.618	13.989	13.8035	"H+"	2	0	2	0	2	0	0	2	2	0	2	0	1	1	2	0	2	0	2	0	0.00506325830609898	0.0126878774963848	"south"	0.399062672818339
"PADE00_017"	"NCPD 157"	"2/29/2000"	2	29	2000	34.717239	-76.672935	"Beaufort, NC"	14.568	14.523	12.79	12.789	12.79	"H"	2	0	2	0	1	1	2	0	2	0	2	0	1	1	2	0	2	0	2	0	0.00272187446427785	0.000784146900924986	"north"	3.47112825551833
"PADE01_001"	"PADE01_001"	"1/24/2001"	1	24	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.918	14.915	12.084	12.152	12.118	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE01_002"	"PADE01_002"	"1/24/2001"	1	24	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	17.076	17.033	14.355	14.314	14.3345	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE01_003"	"PADE01_003"	"1/30/2001"	1	30	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.391	14.472	11.841	11.886	11.8635	"G"	2	0	2	0	1	1	2	0	2	0	1	1	2	0	2	0	1	1	NA	NA	1.59115933497676e-05	7.95762237443459e-05	"south"	0.199954114446128
"PADE01_004"	"PADE01_004"	"1/30/2001"	1	30	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.441	15.578	13.411	13.481	13.446	"H"	2	0	2	0	2	0	1	1	2	0	2	0	1	1	2	0	2	0	2	0	0.0140695850275671	0.0215089732795857	"south"	0.654126296252394
"PADE01_005"	"PADE01_005"	"1/30/2001"	1	30	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	17.806	17.665	15.119	15.189	15.154	"H-"	1	1	1	1	2	0	1	1	2	0	1	1	1	1	2	0	2	0	2	0	0.00054002281037221	0.000665706964626853	"south"	0.811201983856227
"PADE01_006"	"PADE01_006"	"2/6/2001"	2	6	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	16.825	16.608	13.993	13.947	13.97	"H-"	1	1	2	0	2	0	1	1	1	1	2	0	2	0	2	0	1	1	NA	NA	0.000414725843877466	0.00295464099715767	"south"	0.140364208131014
"PADE01_007"	"PADE01_007"	"2/6/2001"	2	6	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	17.776	17.842	14.349	14.373	14.361	"H-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE01_008"	"PADE01_008"	"2/14/2001"	2	14	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.873	14.049	12.324	12.162	12.243	"F"	1	1	2	0	2	0	2	0	2	0	2	0	1	1	2	0	2	0	2	0	0.007243677912086	0.00346732441007168	"north"	2.08912609706925
"PADE01_009"	"PADE01_009"	"2/14/2001"	2	14	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.538	14.523	11.875	11.916	11.8955	"H-"	1	1	1	1	2	0	2	0	1	1	2	0	2	0	2	0	2	0	2	0	0.00188503883558523	0.00114868416039185	"north"	1.64104189870799
"PADE01_010"	"PADE01_010"	"2/14/2001"	2	14	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	13.013	12.944	10.834	10.818	10.826	"F"	2	0	1	1	2	0	2	0	2	0	2	0	0	2	2	0	2	0	2	0	0.002227566442868	0.000659910129658804	"north"	3.37556031155292
"PADE01_011"	"PADE01_011"	"2/26/2001"	2	26	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.218	15.367	12.679	12.682	12.6805	"G"	1	1	1	1	2	0	2	0	2	0	2	0	0	2	1	1	2	0	2	0	0.000382023392979166	1.87920997521027e-05	"north"	20.3289359900519
"PADE01_012"	"PADE01_012"	"2/26/2001"	2	26	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	16.682	16.241	13.909	13.872	13.8905	"G"	2	0	2	0	2	0	1	1	2	0	2	0	2	0	2	0	2	0	2	0	0.0103908403185243	0.0246077236673226	"south"	0.422259306021168
"PADE01_013"	"PADE01_013"	"3/14/2001"	3	14	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	16.368	16.415	13.573	13.661	13.617	"H-"	1	1	2	0	2	0	1	1	1	1	2	0	1	1	2	0	2	0	2	0	0.0054572288621561	0.00715108604923648	"south"	0.763132875843211
"PADE01_014"	"PADE01_014"	"3/19/2001"	3	19	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.786	15.859	13.111	13.159	13.135	"G"	2	0	2	0	2	0	0	2	1	1	2	0	1	1	2	0	2	0	2	0	0.00264992958076208	0.0110901447746178	"south"	0.238944543521832
"PADE01_015"	"PADE01_015"	"3/19/2001"	3	19	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.438	15.534	12.955	12.936	12.9455	"H-"	2	0	2	0	1	1	1	1	1	1	2	0	1	1	2	0	2	0	2	0	0.00205060082266209	0.00161724179816239	"north"	1.26796180075985
"PADE01_016"	"PADE01_016"	"3/19/2001"	3	19	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.541	15.448	12.767	12.754	12.7605	"G"	2	0	2	0	1	1	0	2	1	1	2	0	1	1	2	0	2	0	2	0	0.000737955073123618	0.000953990948354221	"south"	0.773545151970993
"PADE01_017"	"PADE01_017"	"3/19/2001"	3	19	2001	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.032	15.081	12.539	12.513	12.526	"H-"	2	0	1	1	2	0	0	2	2	0	2	0	1	1	1	1	2	0	2	0	0.000788842469095202	0.000314688999286995	"north"	2.50673671746555
"PADE01_018"	"NCPD 080"	"2/28/2001"	2	28	2001	34.717239	-76.672935	"Beaufort, NC"	17.646	17.649	14.361	14.267	14.314	"H+"	1	1	2	0	2	0	1	1	1	1	2	0	NA	NA	2	0	2	0	NA	NA	0.0190993322809952	0.0216096795344473	"south"	0.883832277593454
"PADE01_019"	"NCPD 081"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	15.859	15.031	13.453	13.415	13.434	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE01_020"	"NCPD 082"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	15.561	15.291	13.858	13.777	13.8175	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE01_021"	"NCPD 083"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	13.842	14.953	12.246	12.509	12.3775	"G"	2	0	2	0	2	0	1	1	2	0	2	0	2	0	2	0	2	0	2	0	0.0103908403185243	0.0246077236673226	"south"	0.422259306021168
"PADE01_022"	"NCPD 084"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	16.875	17.174	14.824	14.987	14.9055	"G"	2	0	2	0	2	0	1	1	1	1	2	0	1	1	2	0	2	0	2	0	0.00736352113592296	0.0188004359036378	"south"	0.391667574819271
"PADE01_023"	"NCPD 085"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	14.305	14.155	13.126	13.193	13.1595	"H-"	1	1	2	0	2	0	1	1	1	1	2	0	1	1	2	0	2	0	2	0	0.0054572288621561	0.00715108604923648	"south"	0.763132875843211
"PADE01_024"	"NCPD 086"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	14.951	14.801	13.537	13.563	13.55	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE01_025"	"NCPD 087"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	15.381	15.402	13.461	13.523	13.492	"G"	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0.00721841561950583	0.0104289876494843	"south"	0.692149215447846
"PADE01_026"	"NCPD 088"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	16.134	16.576	14.371	14.481	14.426	"G"	2	0	2	0	2	0	1	1	1	1	2	0	0	2	2	0	2	0	2	0	0.00249262050874411	0.00410824340116531	"south"	0.606736326293879
"PADE01_027"	"NCPD 089"	"3/8/2001"	3	8	2001	34.717239	-76.672935	"Beaufort, NC"	16.453	15.849	13.834	14.169	14.0015	"H"	1	1	2	0	2	0	2	0	2	0	2	0	1	1	2	0	1	1	2	0	0.000442362009898382	0.00097900924519671	"south"	0.451846611325411
"PADE01_028"	"NCPD 090"	"3/14/2001"	3	14	2001	34.717239	-76.672935	"Beaufort, NC"	15.152	14.661	13.608	13.499	13.5535	"H-"	2	0	2	0	2	0	0	2	1	1	2	0	2	0	2	0	2	0	2	0	0.00195705808487475	0.0126878774963848	"south"	0.15424629418375
"PADE01_029"	"NCPD 091"	"3/14/2001"	3	14	2001	34.717239	-76.672935	"Beaufort, NC"	15.684	15.456	14.188	13.803	13.9955	"H"	2	0	2	0	2	0	1	1	2	0	2	0	1	1	1	1	2	0	2	0	0.00325577174191635	0.00161029746478181	"north"	2.02184491568922
"PADE01_030"	"NCPD 092"	"3/14/2001"	3	14	2001	34.717239	-76.672935	"Beaufort, NC"	15.854	15.419	13.972	13.793	13.8825	"H+"	1	1	2	0	2	0	2	0	0	2	2	0	1	1	2	0	2	0	2	0	0.000496029651766566	0.000662263718598602	"south"	0.748991131231227
"PADE01_031"	"NCPD 093"	"3/14/2001"	3	14	2001	34.717239	-76.672935	"Beaufort, NC"	16.275	15.962	14.481	14.367	14.424	"G"	1	1	2	0	2	0	1	1	1	1	2	0	1	1	2	0	2	0	2	0	0.0054572288621561	0.00715108604923648	"south"	0.763132875843211
"PADE02_001"	"PADE02_001"	"10/15/2002"	10	15	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.656	14.837	12.244	12.295	12.2695	"H"	2	0	1	1	2	0	1	1	1	1	2	0	1	1	1	1	2	0	2	0	0.00114721743251758	0.000466294725998169	"north"	2.46028395466365
"PADE02_002"	"PADE02_002"	"10/15/2002"	10	15	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.461	14.586	12.113	12.049	12.081	"H"	1	1	2	0	2	0	1	1	2	0	1	1	2	0	2	0	1	1	2	0	3.61753414906404e-05	0.00064911406919747	"south"	0.0557303303183147
